district_nr,district_name,parent_district_nr,registered_voters_1,registered_voters_2,registered_voters_3,registered_voters_4,votes_1,votes_2,votes_3,votes_4,votes_unvalid_1,votes_unvalid_2,votes_unvalid_3,votes_unvalid_4,votes_valid_1,votes_valid_2,votes_valid_3,votes_valid_4,CDU_1,CDU_2,CDU_3,CDU_4,SPD_1,SPD_2,SPD_3,SPD_4,Linke_1,Linke_2,Linke_3,Linke_4,Gruene_1,Gruene_2,Gruene_3,Gruene_4,CSU_1,CSU_2,CSU_3,CSU_4,FDP_1,FDP_2,FDP_3,FDP_4,AfD_1,AfD_2,AfD_3,AfD_4,Piraten_1,Piraten_2,Piraten_3,Piraten_4,NPD_1,NPD_2,NPD_3,NPD_4,FW_1,FW_2,FW_3,FW_4,Mensch_1,Mensch_2,Mensch_3,Mensch_4,ÖDP_1,ÖDP_2,ÖDP_3,ÖDP_4,Arbeit_1,Arbeit_2,Arbeit_3,Arbeit_4,Bayern_1,Bayern_2,Bayern_3,Bayern_4,Volk_1,Volk_2,Volk_3,Volk_4,Vernunft_1,Vernunft_2,Vernunft_3,Vernunft_4,MLPD_1,MLPD_2,MLPD_3,MLPD_4,Soli_1,Soli_2,Soli_3,Soli_4,Sozialist_1,Sozialist_2,Sozialist_3,Sozialist_4,Rechte_1,Rechte_2,Rechte_3,Rechte_4,ADD_1,ADD_2,ADD_3,ADD_4,Alli_1,Alli_2,Alli_3,Alli_4,berg_1,berg_2,berg_3,berg_4,Grueink_1,Grueink_2,Grueink_3,Grueink_4,Demo_1,Demo_2,Demo_3,Demo_4,DKP_1,DKP_2,DKP_3,DKP_4,Mitte_1,Mitte_2,Mitte_3,Mitte_4,Graue_1,Graue_2,Graue_3,Graue_4,Urbane_1,Urbane_2,Urbane_3,Urbane_4,Garten_1,Garten_2,Garten_3,Garten_4,Welt_1,Welt_2,Welt_3,Welt_4,Huma_1,Huma_2,Huma_3,Huma_4,Gesund_1,Gesund_2,Gesund_3,Gesund_4,V-Partei_1,V-Partei_2,V-Partei_3,V-Partei_4,Bund_C_1,Bund_C_2,Bund_C_3,Bund_C_4,Einheit_1,Einheit_2,Einheit_3,Einheit_4,Violetten_1,Violetten_2,Violetten_3,Violetten_4,Familien_1,Familien_2,Familien_3,Familien_4,Frauen_1,Frauen_2,Frauen_3,Frauen_4,Mieter_1,Mieter_2,Mieter_3,Mieter_4,Neue_Lib_1,Neue_Lib_2,Neue_Lib_3,Neue_Lib_4,Unabh_1,Unabh_2,Unabh_3,Unabh_4,sonstige_1,sonstige_2,sonstige_3,sonstige_4
246,Roth,9,226731,226102,226731,226102,185907,168765,185907,168765,1731,1566,1362,1312,184176,167199,184545,167453,NA,NA,NA,NA,37916,46200,34036,41107,8886,6064,11637,6394,14465,11142,17883,14247,81867,84618,69739,76181,8584,5371,16025,7467,18924,NA,21357,6533,2079,4137,884,3252,NA,2598,555,1471,9185,7069,6120,6192,NA,NA,1899,1235,2270,NA,1201,1095,NA,NA,1229,NA,NA,NA,494,560,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,40,24,NA,NA,23,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,262,NA,NA,NA,32,NA,NA,NA,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012
247,Aschaffenburg,9,183201,184171,183201,184171,144896,131310,144896,131310,2063,2410,1518,1964,142833,128900,143378,129346,NA,NA,NA,NA,23655,32308,25192,28408,6830,3641,8696,4691,13140,10284,13430,11135,68670,67591,54983,61741,11376,4199,15605,7003,14985,NA,16634,5263,NA,3314,466,2545,NA,2173,472,1550,NA,3373,2417,2902,NA,NA,1332,1098,2796,1551,1099,791,NA,NA,1234,NA,NA,NA,402,563,NA,NA,NA,NA,NA,NA,NA,166,344,NA,104,75,NA,NA,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,201,NA,NA,NA,27,NA,NA,NA,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,466,NA,947
248,Bad Kissingen,9,214956,217994,214956,217994,171210,155355,171210,155355,1800,1822,1307,1733,169410,153533,169903,153622,NA,NA,NA,NA,32388,30564,26907,27931,9071,6930,10088,6946,11988,12127,11360,9874,86602,88911,75793,82760,9507,4391,15081,7342,17770,NA,19653,4988,NA,3562,617,2980,NA,2789,929,2018,NA,4259,4064,4129,NA,NA,1427,919,2084,NA,1084,1119,NA,NA,1074,NA,NA,NA,494,756,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,39,40,NA,NA,26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,NA,NA,188,NA,NA,NA,18,NA,NA,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076
249,Main-Spessart,9,195908,197762,195908,197762,157180,143137,157180,143137,1811,2024,1221,1707,155369,141113,155959,141430,NA,NA,NA,NA,35147,32812,28900,30486,7525,4426,8569,4839,11050,8810,11939,9972,72397,73001,65243,69953,7692,3632,13718,6413,14077,4652,16856,5583,NA,2822,493,2670,NA,1360,455,1404,5492,8045,4511,5619,NA,NA,1373,1119,1989,NA,946,915,NA,NA,1045,NA,NA,NA,345,525,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,52,25,NA,NA,21,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,170,NA,NA,NA,19,NA,NA,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,NA,1242
250,Schweinfurt,9,198521,200150,198521,200150,156173,141275,156173,141275,1903,1713,1233,1416,154270,139562,154940,139859,NA,NA,NA,NA,26346,32190,26163,28872,12091,7514,10422,6940,11466,8052,11716,9903,73901,76548,63674,71264,9508,2921,13790,5906,17197,NA,18904,4665,NA,2994,540,2493,NA,2042,567,1333,NA,4614,3685,4041,NA,NA,1534,852,1974,1155,890,859,NA,NA,1002,NA,1524,1532,653,828,NA,NA,NA,NA,NA,NA,NA,155,263,NA,122,52,NA,NA,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,169,NA,NA,NA,16,NA,NA,NA,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295
251,Würzburg,9,225057,226597,225057,226597,182986,166593,182986,166593,1705,1364,1084,1322,181281,165229,181902,165271,NA,NA,NA,NA,33928,42136,32123,37225,10130,5374,12932,6637,25357,16454,23718,19311,76512,80776,67583,74187,14579,5323,18812,8485,13877,4831,15769,6388,NA,4134,648,4014,NA,1439,394,946,NA,2859,2633,2920,NA,NA,1830,1136,3072,1903,1234,1388,3826,NA,2051,NA,NA,NA,323,495,NA,NA,NA,NA,NA,NA,NA,182,NA,NA,60,29,NA,NA,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,NA,NA,NA,347,NA,NA,NA,27,NA,NA,NA,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1422
252,Augsburg-Stadt,9,210524,208231,210524,208231,153230,133378,153230,133378,1587,1354,1173,1112,151643,132024,152057,132266,NA,NA,NA,NA,29285,33145,24112,29328,12850,6408,13649,7391,21062,14568,18782,13940,52769,58622,48422,57699,9191,4511,15149,6187,20170,6301,21013,7136,NA,3508,936,3424,NA,908,338,841,3205,2764,2303,1976,NA,NA,1590,1012,2376,NA,1243,1034,NA,NA,1696,NA,NA,NA,714,700,NA,NA,NA,NA,NA,NA,NA,136,399,162,145,84,336,142,82,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,NA,NA,NA,355,NA,NA,NA,41,NA,NA,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985,NA,872
253,Augsburg-Land,9,248196,244203,248196,244203,199076,176239,199076,176239,1822,1600,1238,1229,197254,174639,197838,175010,NA,NA,NA,NA,27811,30879,25237,30126,7232,5177,9737,5631,14784,12067,17448,12670,94252,105841,81831,93973,11975,3974,20564,8134,24304,7912,27042,9040,NA,3550,744,3089,NA,1840,537,1279,13079,NA,6578,3929,NA,NA,1904,1384,3817,2665,1931,1784,NA,NA,1082,NA,NA,NA,1474,1580,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,48,42,NA,NA,33,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,267,NA,NA,NA,30,NA,NA,NA,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,NA,1541
254,Donau-Ries,9,190781,189974,190781,189974,147865,131055,147865,131055,1413,1560,1039,1297,146452,129495,146826,129758,NA,NA,NA,NA,26561,22858,20289,21616,6197,5797,6686,4260,9436,8153,10102,7773,68768,78524,63640,72065,7322,3170,13440,5824,18797,NA,21588,5433,NA,NA,499,1938,NA,2342,637,1503,7380,5371,5093,3964,NA,NA,1162,877,1991,2899,1059,1312,NA,NA,642,NA,NA,NA,1056,1144,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,25,26,NA,NA,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,131,NA,NA,NA,21,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,1201
255,Neu-Ulm,9,239662,237651,239662,237651,182035,161614,182035,161614,1669,1697,1273,1248,180366,159917,180762,160366,NA,NA,NA,NA,26423,29420,24818,29023,7855,5546,9274,5958,16511,12505,14898,10417,80501,91961,72098,84598,10781,4377,18622,7485,24613,7521,27326,8986,1286,3085,858,2990,NA,3009,855,2444,9222,NA,5147,2985,NA,NA,1747,1187,2390,2493,1653,1732,NA,NA,1007,NA,NA,NA,873,986,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,43,46,NA,NA,34,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,217,NA,NA,NA,31,NA,NA,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,NA,NA,NA,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,784,NA,NA,NA,NA,NA,NA,776
256,Oberallgäu,9,225952,224278,225952,224278,176432,155635,176432,155635,1236,1531,1091,1084,175196,154104,175341,154551,NA,NA,NA,NA,21451,26722,21725,24776,8264,5530,10130,5574,16162,13011,19791,14329,88357,93494,72853,80902,12262,5501,18935,8749,16826,NA,18528,6695,NA,3072,577,2431,NA,NA,374,861,7806,NA,5157,3918,NA,NA,1610,1201,2232,4127,1607,2089,NA,NA,929,NA,1836,NA,1284,976,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,39,35,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,229,NA,NA,NA,20,NA,NA,NA,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2647,NA,1312
257,Ostallgäu,9,246852,244541,246852,244541,191581,167668,191581,167668,1693,1456,1422,1328,189888,166212,190159,166340,NA,NA,NA,NA,21610,25009,23042,24971,10153,4731,10387,5270,16536,10039,16210,11785,93431,99333,79932,91664,10627,2847,19901,7677,24018,6842,25383,7991,NA,3260,628,2904,NA,NA,538,1374,6445,5425,5111,4537,NA,NA,1547,1103,3810,3258,2789,2593,NA,NA,938,NA,2656,4808,2123,2913,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,35,30,NA,NA,24,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,NA,NA,NA,216,NA,NA,NA,24,NA,NA,NA,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,382,NA,NA,NA,NA,NA,NA,NA,NA,602,NA,NA,NA,NA,660,NA,743
9,Bayern,99,9519914,9472738,9519914,9472738,7440889,6633726,7440889,6633726,69916,62423,48465,52971,7370973,6571303,7392424,6580755,NA,NA,NA,NA,1336177,1443710,1130747,1314009,384422,225218,450829,248920,661502,505800,721968,552818,3255604,3544079,2869744,3243569,477934,183259,751028,334158,772824,146714,916164,283570,10430,131872,26995,127934,582,59721,20737,56737,250148,192702,199188,180649,NA,NA,66077,46937,119031,84583,66763,68365,13183,2260,51290,NA,62556,28430,57952,57395,NA,NA,NA,NA,NA,339,NA,6840,2302,448,2260,1757,2130,1519,1308,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10357,NA,NA,NA,12076,NA,NA,NA,1271,NA,NA,NA,12672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9652,NA,NA,NA,13346,NA,356,NA,NA,NA,NA,NA,NA,NA,681,1087,NA,8211,NA,NA,NA,NA,NA,NA,NA,12148,NA,NA,NA,NA,NA,NA,NA,NA,2455,NA,NA,NA,18656,19562,NA,35363
258,Stuttgart I,8,194368,191191,194368,191191,160832,152546,160832,152546,1158,1298,858,1046,159674,151248,159974,151500,51116,63465,46243,56794,20511,25050,23350,31766,10409,5824,14830,9432,47430,41522,31283,26534,NA,NA,NA,NA,13399,3894,26203,12548,10646,4151,11455,6281,1438,3315,1006,4338,NA,673,114,506,NA,864,480,645,1572,NA,1063,860,721,697,498,528,1759,NA,1591,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,91,215,NA,144,103,86,161,NA,79,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,404,NA,NA,NA,432,NA,NA,NA,53,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,1632,NA,854
259,Stuttgart II,8,182501,183064,182501,183064,138974,134355,138974,134355,1358,1520,1171,1314,137616,132835,137803,133041,46066,58222,40071,52323,25438,34690,23424,30469,12307,6633,12538,8902,21789,18505,21037,18341,NA,NA,NA,NA,11924,3594,19155,8920,14329,4497,14894,6047,1348,3064,986,3460,NA,1074,180,799,NA,1203,559,732,1797,NA,1280,846,614,NA,439,382,1545,NA,1384,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,84,347,281,247,219,112,121,NA,44,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,254,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,283,NA,NA,NA,42,NA,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951,NA,1320
260,Böblingen,8,245680,241596,245680,241596,196593,186565,196593,186565,2314,2356,1697,1846,194279,184209,194896,184719,75318,99752,69009,86453,38057,43803,30276,37047,9731,7473,10433,8080,23206,17245,24768,19091,NA,NA,NA,NA,24866,6352,29511,13170,21825,NA,22854,9432,NA,4393,1026,4060,NA,2525,486,1707,NA,2365,1428,1249,NA,NA,1361,1295,NA,NA,469,518,NA,NA,1253,NA,NA,NA,NA,NA,NA,NA,NA,448,NA,NA,NA,111,346,301,155,162,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,371,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,335,NA,NA,NA,26,NA,NA,NA,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,NA,NA,1811
261,Esslingen,8,168715,166975,168715,166975,135479,129700,135479,129700,1367,1275,1099,1164,134112,128425,134380,128536,53661,65825,44747,57598,25696,32379,22579,28205,7852,4788,8361,5862,20501,14236,19565,15483,NA,NA,NA,NA,11657,2474,18512,7859,14390,3871,14692,5835,NA,2936,707,2871,NA,912,290,880,NA,NA,992,647,NA,NA,1243,1110,NA,NA,314,302,NA,NA,978,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,89,355,NA,171,111,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,266,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,NA,202,NA,NA,NA,8,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004,NA,1514
262,Nürtingen,8,206806,205756,206806,205756,168091,160053,168091,160053,1805,1680,1482,1627,166286,158373,166609,158426,65566,80710,56106,72844,31656,40013,25191,31499,7978,5205,9132,6533,24540,15685,23673,18435,NA,NA,NA,NA,16389,3997,24922,10880,19833,5055,20544,7599,NA,3238,811,3602,NA,1201,373,1181,NA,1142,1189,915,NA,NA,1543,1233,NA,NA,411,476,NA,NA,1107,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,99,324,NA,128,59,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,226,NA,NA,NA,293,NA,NA,NA,15,NA,NA,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2127,NA,2741
263,Göppingen,8,178409,179130,178409,179130,137587,132632,137587,132632,2130,1921,1649,1529,135457,130711,135938,131103,50891,64095,45285,60058,29728,31646,23922,28435,5994,4710,6881,5569,16421,14010,16749,13275,NA,NA,NA,NA,12491,4393,17187,7646,19585,6891,19956,8259,NA,2557,806,2629,NA,1813,372,1599,NA,NA,907,530,NA,NA,1243,1e3,NA,596,342,403,NA,NA,893,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,115,347,NA,136,67,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,299,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,153,NA,NA,NA,26,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303
264,Waiblingen,8,223264,221739,223264,221739,178352,171509,178352,171509,1945,2110,1460,1650,176407,169399,176892,169859,64958,87082,58371,77461,33898,38908,28146,34086,8626,6211,9881,7663,21542,17838,21539,17511,NA,NA,NA,NA,23568,6354,28617,13327,21863,6503,22870,9160,NA,3739,1092,3583,NA,2244,405,1783,NA,NA,1036,564,NA,NA,1552,1359,1661,NA,700,577,NA,NA,964,NA,NA,NA,NA,NA,NA,NA,NA,399,NA,NA,NA,118,291,NA,142,116,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,239,NA,NA,NA,23,NA,NA,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2136
265,Ludwigsburg,8,218071,215500,218071,215500,175313,167399,175313,167399,1776,2298,1328,1570,173537,165101,173985,165829,66430,83591,57999,73263,30971,34850,28546,35099,9487,7887,10451,7748,24702,22171,24e3,19364,NA,NA,NA,NA,17691,5275,25538,11486,20158,NA,19780,8481,NA,4438,882,3640,NA,2307,333,1395,3645,3433,1501,1422,NA,NA,1274,1138,NA,1145,529,572,NA,NA,1217,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,141,453,4,222,121,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,409,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,256,NA,NA,NA,27,NA,NA,NA,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1728
266,Neckar-Zaber,8,229280,226751,229280,226751,185747,177134,185747,177134,1979,2854,1527,1876,183768,174280,184220,175258,73445,92693,60708,79372,36201,45962,30344,36849,8433,7697,9696,7271,23024,16474,24219,18551,NA,NA,NA,NA,16141,5404,27061,11799,23126,NA,24124,9703,NA,NA,769,3810,NA,3442,574,1921,3112,NA,1805,1051,NA,NA,1434,1350,NA,2608,553,705,NA,NA,1187,NA,NA,NA,NA,NA,NA,NA,NA,299,NA,NA,NA,179,286,NA,125,86,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,424,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,216,NA,NA,NA,12,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2233
