year,month,region,precip,temp
1881,1,Brandenburg/Berlin,20.4,-5.54
1881,1,Brandenburg,20.3,-5.56
1881,1,Baden-Wuerttemberg,36.2,-4.89
1881,1,Bayern,22.5,-6.51
1881,1,Hessen,33.2,-5.68
1881,1,Mecklenburg-Vorpommern,16.8,-5.07
1881,1,Niedersachsen,35.1,-4.55
1881,1,Niedersachsen/Hamburg/Bremen,34.9,-4.55
1881,1,Nordrhein-Westfalen,40.6,-4.21
1881,1,Rheinland-Pfalz,39.3,-4.49
1881,1,Schleswig-Holstein,21.5,-4.06
1881,1,Saarland,52.8,-4.1499999999999995
1881,1,Sachsen,21.8,-6.22
1881,1,Sachsen-Anhalt,23.5,-5.89
1881,1,Thueringen/Sachsen-Anhalt,25,-6.28
1881,1,Thueringen,26.8,-6.76
1881,1,Deutschland,28.7,-5.359999999999999
1882,1,Brandenburg/Berlin,19.7,1.43
1882,1,Brandenburg,19.6,1.42
1882,1,Baden-Wuerttemberg,23.6,-0.65
1882,1,Bayern,21.9,-1.33
1882,1,Hessen,22.9,-0.3
1882,1,Mecklenburg-Vorpommern,25.8,1.59
1882,1,Niedersachsen,34.6,1.73
1882,1,Niedersachsen/Hamburg/Bremen,34.6,1.73
1882,1,Nordrhein-Westfalen,35.2,1.26
1882,1,Rheinland-Pfalz,24.7,-0.17
1882,1,Schleswig-Holstein,43.4,2.11
1882,1,Saarland,29.2,-0.04
1882,1,Sachsen,17.6,0.63
1882,1,Sachsen-Anhalt,18.9,1.1800000000000002
1882,1,Thueringen/Sachsen-Anhalt,19.2,0.6
1882,1,Thueringen,19.4,-0.12000000000000001
1882,1,Deutschland,25.8,0.41000000000000003
1883,1,Brandenburg/Berlin,29.2,-0.41000000000000003
1883,1,Brandenburg,29.1,-0.42000000000000004
1883,1,Baden-Wuerttemberg,43.4,-0.09
1883,1,Bayern,50,-1.49
1883,1,Hessen,50,0.04
1883,1,Mecklenburg-Vorpommern,28.4,-0.69
1883,1,Niedersachsen,38.5,0.32999999999999996
1883,1,Niedersachsen/Hamburg/Bremen,38.5,0.32
1883,1,Nordrhein-Westfalen,56.3,1.27
1883,1,Rheinland-Pfalz,45.5,0.49
1883,1,Schleswig-Holstein,41.8,-0.12000000000000001
1883,1,Saarland,54,0.55
1883,1,Sachsen,37.6,-1.2
1883,1,Sachsen-Anhalt,27.9,-0.39
1883,1,Thueringen/Sachsen-Anhalt,33.2,-0.69
1883,1,Thueringen,39.7,-1.07
1883,1,Deutschland,42.2,-0.32
1884,1,Brandenburg/Berlin,51.6,3.3499999999999996
1884,1,Brandenburg,51.5,3.34
1884,1,Baden-Wuerttemberg,65.4,2.34
1884,1,Bayern,58.4,1.22
1884,1,Hessen,71.8,2.9699999999999998
1884,1,Mecklenburg-Vorpommern,58.5,3.16
1884,1,Niedersachsen,86.6,3.9899999999999998
1884,1,Niedersachsen/Hamburg/Bremen,86.7,3.9899999999999998
1884,1,Nordrhein-Westfalen,96.2,4.17
1884,1,Rheinland-Pfalz,69.2,3.24
1884,1,Schleswig-Holstein,93.4,3.56
1884,1,Saarland,80.6,3.24
1884,1,Sachsen,55.8,2.3899999999999997
1884,1,Sachsen-Anhalt,50.7,3.32
1884,1,Thueringen/Sachsen-Anhalt,54,2.9299999999999997
1884,1,Thueringen,58.1,2.4299999999999997
1884,1,Deutschland,68.4,2.86
1885,1,Brandenburg/Berlin,19.1,-2.15
1885,1,Brandenburg,19,-2.16
1885,1,Baden-Wuerttemberg,19.1,-3.88
1885,1,Bayern,16.6,-4.91
1885,1,Hessen,22.2,-2.66
1885,1,Mecklenburg-Vorpommern,22.7,-1.71
1885,1,Niedersachsen,33.6,-1.44
1885,1,Niedersachsen/Hamburg/Bremen,33.8,-1.44
1885,1,Nordrhein-Westfalen,35.9,-1.1400000000000001
1885,1,Rheinland-Pfalz,26.5,-2.01
1885,1,Schleswig-Holstein,46.7,-1.09
1885,1,Saarland,31.8,-2
1885,1,Sachsen,18.7,-2.8699999999999997
1885,1,Sachsen-Anhalt,18.4,-2.86
1885,1,Thueringen/Sachsen-Anhalt,18.4,-3.36
1885,1,Thueringen,18.4,-3.98
1885,1,Deutschland,24.2,-2.79
1886,1,Brandenburg/Berlin,34.8,-0.96
1886,1,Brandenburg,34.8,-0.96
1886,1,Baden-Wuerttemberg,71.2,-1.44
1886,1,Bayern,40,-2.9499999999999997
1886,1,Hessen,56.4,-1.01
1886,1,Mecklenburg-Vorpommern,41,-0.97
1886,1,Niedersachsen,62.8,-0.41000000000000003
1886,1,Niedersachsen/Hamburg/Bremen,63.1,-0.41000000000000003
1886,1,Nordrhein-Westfalen,87.4,0.19
1886,1,Rheinland-Pfalz,73.5,-0.33999999999999997
1886,1,Schleswig-Holstein,74,-0.5
1886,1,Saarland,105.3,-0.22
1886,1,Sachsen,41.7,-1.59
1886,1,Sachsen-Anhalt,31,-1.11
1886,1,Thueringen/Sachsen-Anhalt,35.3,-1.51
1886,1,Thueringen,40.7,-2.01
1886,1,Deutschland,54.8,-1.25
1887,1,Brandenburg/Berlin,2.6,-3.13
1887,1,Brandenburg,2.6,-3.14
1887,1,Baden-Wuerttemberg,9.9,-4.42
1887,1,Bayern,7.1,-5.9
1887,1,Hessen,6.8,-4.34
1887,1,Mecklenburg-Vorpommern,4.3,-2.74
1887,1,Niedersachsen,4.5,-2.27
1887,1,Niedersachsen/Hamburg/Bremen,4.5,-2.2600000000000002
1887,1,Nordrhein-Westfalen,7.5,-1.79
1887,1,Rheinland-Pfalz,8.3,-3.2600000000000002
1887,1,Schleswig-Holstein,3.5,-2.12
1887,1,Saarland,12.6,-2.9
1887,1,Sachsen,3.8,-3.8099999999999996
1887,1,Sachsen-Anhalt,2.4,-3.51
1887,1,Thueringen/Sachsen-Anhalt,3.1,-4.2700000000000005
1887,1,Thueringen,4.1,-5.23
1887,1,Deutschland,5.8,-3.72
1888,1,Brandenburg/Berlin,34.7,-1.1800000000000002
1888,1,Brandenburg,34.7,-1.1900000000000002
1888,1,Baden-Wuerttemberg,42.1,-2.96
1888,1,Bayern,46.9,-4.01
1888,1,Hessen,31.4,-2.09
1888,1,Mecklenburg-Vorpommern,30.4,-1.1300000000000001
1888,1,Niedersachsen,38.6,-0.51
1888,1,Niedersachsen/Hamburg/Bremen,38.5,-0.51
1888,1,Nordrhein-Westfalen,44.7,-0.6699999999999999
1888,1,Rheinland-Pfalz,35.4,-2.01
1888,1,Schleswig-Holstein,39,-0.45
1888,1,Saarland,38.6,-1.8
1888,1,Sachsen,45.3,-2.08
1888,1,Sachsen-Anhalt,32.1,-0.93
1888,1,Thueringen/Sachsen-Anhalt,33.8,-1.52
1888,1,Thueringen,36,-2.27
1888,1,Deutschland,39.6,-1.93
1889,1,Brandenburg/Berlin,20.8,-2.96
1889,1,Brandenburg,20.7,-2.9699999999999998
1889,1,Baden-Wuerttemberg,19.9,-2.4699999999999998
1889,1,Bayern,16.5,-3.55
1889,1,Hessen,10.7,-2.14
1889,1,Mecklenburg-Vorpommern,15.4,-2.94
1889,1,Niedersachsen,23,-1.6
1889,1,Niedersachsen/Hamburg/Bremen,23,-1.6
1889,1,Nordrhein-Westfalen,21.6,-0.7799999999999999
1889,1,Rheinland-Pfalz,12.7,-1.76
1889,1,Schleswig-Holstein,14.6,-1.4
1889,1,Saarland,16.7,-1.53
1889,1,Sachsen,21.4,-3.08
1889,1,Sachsen-Anhalt,19.9,-2.58
1889,1,Thueringen/Sachsen-Anhalt,17.4,-2.79
1889,1,Thueringen,14.2,-3.05
1889,1,Deutschland,18.2,-2.4299999999999997
1890,1,Brandenburg/Berlin,60.3,2.14
1890,1,Brandenburg,60.2,2.13
1890,1,Baden-Wuerttemberg,95.2,1.78
1890,1,Bayern,85.9,0.75
1890,1,Hessen,106.5,2.03
1890,1,Mecklenburg-Vorpommern,54.8,1.9
1890,1,Niedersachsen,74,3.05
1890,1,Niedersachsen/Hamburg/Bremen,73.8,3.04
1890,1,Nordrhein-Westfalen,114.5,3.36
1890,1,Rheinland-Pfalz,109.3,2.38
1890,1,Schleswig-Holstein,65,2.58
1890,1,Saarland,134.3,2.74
1890,1,Sachsen,74.8,1.6600000000000001
1890,1,Sachsen-Anhalt,61.8,2.42
1890,1,Thueringen/Sachsen-Anhalt,70.3,2.03
1890,1,Thueringen,81,1.52
1890,1,Deutschland,83.5,2.04
1891,1,Brandenburg/Berlin,44.6,-3.9699999999999998
1891,1,Brandenburg,44.7,-3.9899999999999998
1891,1,Baden-Wuerttemberg,33,-5.34
1891,1,Bayern,51.2,-6.53
1891,1,Hessen,51.6,-4.51
1891,1,Mecklenburg-Vorpommern,48.5,-4.02
1891,1,Niedersachsen,50.5,-3.3699999999999997
1891,1,Niedersachsen/Hamburg/Bremen,50.3,-3.3699999999999997
1891,1,Nordrhein-Westfalen,69.1,-3.04
1891,1,Rheinland-Pfalz,43.7,-4.23
1891,1,Schleswig-Holstein,44.2,-3.4499999999999997
1891,1,Saarland,38.6,-3.8499999999999996
1891,1,Sachsen,67.8,-4.4
1891,1,Sachsen-Anhalt,41.1,-3.96
1891,1,Thueringen/Sachsen-Anhalt,49.7,-4.4
1891,1,Thueringen,60.5,-4.96
1891,1,Deutschland,50.1,-4.54
1892,1,Brandenburg/Berlin,51.9,-2.09
1892,1,Brandenburg,52.1,-2.1
1892,1,Baden-Wuerttemberg,71.2,-1.85
1892,1,Bayern,81.3,-2.56
1892,1,Hessen,51.7,-1.54
1892,1,Mecklenburg-Vorpommern,65.4,-2.79
1892,1,Niedersachsen,66.4,-1.27
1892,1,Niedersachsen/Hamburg/Bremen,66.6,-1.28
1892,1,Nordrhein-Westfalen,71.9,-0.11
1892,1,Rheinland-Pfalz,53.3,-1.03
1892,1,Schleswig-Holstein,80.3,-1.6900000000000002
1892,1,Saarland,61.1,-0.88
1892,1,Sachsen,61.3,-1.9
1892,1,Sachsen-Anhalt,47.9,-1.6300000000000001
1892,1,Thueringen/Sachsen-Anhalt,52.7,-1.8900000000000001
1892,1,Thueringen,58.8,-2.22
1892,1,Deutschland,66.4,-1.76
1893,1,Brandenburg/Berlin,31.1,-8.26
1893,1,Brandenburg,31.3,-8.27
1893,1,Baden-Wuerttemberg,52.7,-7.07
1893,1,Bayern,65.7,-9.350000000000001
1893,1,Hessen,44.7,-7.17
1893,1,Mecklenburg-Vorpommern,33.8,-8.17
1893,1,Niedersachsen,26.1,-5.58
1893,1,Niedersachsen/Hamburg/Bremen,26.1,-5.58
1893,1,Nordrhein-Westfalen,43.8,-4.659999999999999
1893,1,Rheinland-Pfalz,47.7,-6
1893,1,Schleswig-Holstein,29.8,-5.84
1893,1,Saarland,44.2,-5.37
1893,1,Sachsen,59.4,-7.79
1893,1,Sachsen-Anhalt,31.3,-7.41
1893,1,Thueringen/Sachsen-Anhalt,38.6,-7.819999999999999
1893,1,Thueringen,47.8,-8.32
1893,1,Deutschland,44.8,-7.26
1894,1,Brandenburg/Berlin,14.1,-1.48
1894,1,Brandenburg,14.1,-1.49
1894,1,Baden-Wuerttemberg,26.9,-2.07
1894,1,Bayern,22.2,-4.13
1894,1,Hessen,40.4,-1.92
1894,1,Mecklenburg-Vorpommern,23.4,-1.58
1894,1,Niedersachsen,29.1,-0.39
1894,1,Niedersachsen/Hamburg/Bremen,29.3,-0.39
1894,1,Nordrhein-Westfalen,55,0.09
1894,1,Rheinland-Pfalz,45.5,-1.43
1894,1,Schleswig-Holstein,43.2,-0.51
1894,1,Saarland,54.3,-1.22
1894,1,Sachsen,15.1,-2.06
1894,1,Sachsen-Anhalt,13.3,-1.48
1894,1,Thueringen/Sachsen-Anhalt,19.7,-1.95
1894,1,Thueringen,27.7,-2.55
1894,1,Deutschland,29,-1.83
1895,1,Brandenburg/Berlin,53.7,-3.32
1895,1,Brandenburg,53.9,-3.3299999999999996
1895,1,Baden-Wuerttemberg,77.2,-5.22
1895,1,Bayern,62.4,-5.95
1895,1,Hessen,63.6,-4.23
1895,1,Mecklenburg-Vorpommern,57.7,-2.79
1895,1,Niedersachsen,62,-2.84
1895,1,Niedersachsen/Hamburg/Bremen,61.9,-2.8299999999999996
1895,1,Nordrhein-Westfalen,76.4,-2.72
1895,1,Rheinland-Pfalz,69.8,-3.92
1895,1,Schleswig-Holstein,45.2,-2.3499999999999996
1895,1,Saarland,89,-3.67
1895,1,Sachsen,74,-4.109999999999999
1895,1,Sachsen-Anhalt,65.1,-3.4299999999999997
1895,1,Thueringen/Sachsen-Anhalt,68.6,-4.02
1895,1,Thueringen,72.9,-4.7700000000000005
1895,1,Deutschland,65.3,-4.03
1896,1,Brandenburg/Berlin,25.1,-0.52
1896,1,Brandenburg,25.1,-0.53
1896,1,Baden-Wuerttemberg,29.2,-1.52
1896,1,Bayern,50.7,-2.9099999999999997
1896,1,Hessen,43.8,-0.65
1896,1,Mecklenburg-Vorpommern,16.8,0.11
1896,1,Niedersachsen,40.8,0.8200000000000001
1896,1,Niedersachsen/Hamburg/Bremen,40.6,0.8200000000000001
1896,1,Nordrhein-Westfalen,50.7,0.8
1896,1,Rheinland-Pfalz,33,-0.37
1896,1,Schleswig-Holstein,27.6,0.96
1896,1,Saarland,29.4,-0.19
1896,1,Sachsen,48.6,-1.61
1896,1,Sachsen-Anhalt,29.6,-0.19
1896,1,Thueringen/Sachsen-Anhalt,39.4,-0.8200000000000001
1896,1,Thueringen,51.7,-1.62
1896,1,Deutschland,38.9,-0.76
1897,1,Brandenburg/Berlin,29.8,-3.4299999999999997
1897,1,Brandenburg,29.8,-3.44
1897,1,Baden-Wuerttemberg,25,-2.25
1897,1,Bayern,37.4,-3.27
1897,1,Hessen,46.5,-2.69
1897,1,Mecklenburg-Vorpommern,24.9,-3.25
1897,1,Niedersachsen,31.6,-2.9299999999999997
1897,1,Niedersachsen/Hamburg/Bremen,31.4,-2.9299999999999997
1897,1,Nordrhein-Westfalen,52.3,-1.76
1897,1,Rheinland-Pfalz,38.3,-2.06
1897,1,Schleswig-Holstein,18,-2.86
1897,1,Saarland,33.1,-1.74
1897,1,Sachsen,39.6,-2.9499999999999997
1897,1,Sachsen-Anhalt,32,-3.23
1897,1,Thueringen/Sachsen-Anhalt,39.5,-3.4
1897,1,Thueringen,49,-3.61
1897,1,Deutschland,35.3,-2.8499999999999996
1898,1,Brandenburg/Berlin,33.4,2.62
1898,1,Brandenburg,33.4,2.61
1898,1,Baden-Wuerttemberg,20.8,1.6600000000000001
1898,1,Bayern,33.4,0.31
1898,1,Hessen,31.3,1.77
1898,1,Mecklenburg-Vorpommern,36.4,3.05
1898,1,Niedersachsen,43.3,3.9499999999999997
1898,1,Niedersachsen/Hamburg/Bremen,43.5,3.96
1898,1,Nordrhein-Westfalen,38,3.8
1898,1,Rheinland-Pfalz,20,1.77
1898,1,Schleswig-Holstein,51.9,3.94
1898,1,Saarland,12.1,2.1
1898,1,Sachsen,57.5,2.08
1898,1,Sachsen-Anhalt,30.3,2.9299999999999997
1898,1,Thueringen/Sachsen-Anhalt,38.7,2.38
1898,1,Thueringen,49.2,1.6800000000000002
1898,1,Deutschland,35.7,2.29
1899,1,Brandenburg/Berlin,58.2,2.29
1899,1,Brandenburg,58,2.2800000000000002
1899,1,Baden-Wuerttemberg,115.7,2.25
1899,1,Bayern,92.5,0.64
1899,1,Hessen,88.4,2.22
1899,1,Mecklenburg-Vorpommern,63.6,2.16
1899,1,Niedersachsen,79.7,2.9099999999999997
1899,1,Niedersachsen/Hamburg/Bremen,79.6,2.92
1899,1,Nordrhein-Westfalen,103.2,3.32
1899,1,Rheinland-Pfalz,98.2,2.68
1899,1,Schleswig-Holstein,81.6,2.88
1899,1,Saarland,128.1,3.06
1899,1,Sachsen,48.1,1.87
1899,1,Sachsen-Anhalt,55.8,2.4299999999999997
1899,1,Thueringen/Sachsen-Anhalt,61,1.95
1899,1,Thueringen,67.6,1.34
1899,1,Deutschland,83.6,2.13
1900,1,Brandenburg/Berlin,60.2,0.26
1900,1,Brandenburg,60.5,0.26
1900,1,Baden-Wuerttemberg,152.9,1.1500000000000001
1900,1,Bayern,125,-0.55
1900,1,Hessen,98.5,1.27
1900,1,Mecklenburg-Vorpommern,63.5,-0.32
1900,1,Niedersachsen,70.9,1.41
1900,1,Niedersachsen/Hamburg/Bremen,70.8,1.41
1900,1,Nordrhein-Westfalen,102.4,2.18
1900,1,Rheinland-Pfalz,117.3,1.85
1900,1,Schleswig-Holstein,82.3,0.52
1900,1,Saarland,151.7,2.19
1900,1,Sachsen,86.3,0.4
1900,1,Sachsen-Anhalt,62.5,0.9
1900,1,Thueringen/Sachsen-Anhalt,72,0.6699999999999999
1900,1,Thueringen,84.1,0.38
1900,1,Deutschland,97.6,0.71
1901,1,Brandenburg/Berlin,30.5,-4.02
1901,1,Brandenburg,30.5,-4.03
1901,1,Baden-Wuerttemberg,44.4,-2.67
1901,1,Bayern,43.9,-4.96
1901,1,Hessen,57.6,-4.06
1901,1,Mecklenburg-Vorpommern,34.8,-3.9099999999999997
1901,1,Niedersachsen,46.3,-3.32
1901,1,Niedersachsen/Hamburg/Bremen,46.1,-3.3099999999999996
1901,1,Nordrhein-Westfalen,64.7,-1.73
1901,1,Rheinland-Pfalz,40.1,-2.4299999999999997
1901,1,Schleswig-Holstein,47.6,-2.94
1901,1,Saarland,47.1,-1.86
1901,1,Sachsen,35.7,-4.41
1901,1,Sachsen-Anhalt,37.1,-4.34
1901,1,Thueringen/Sachsen-Anhalt,45.7,-5.1
1901,1,Thueringen,56.6,-6.06
1901,1,Deutschland,45.1,-3.73
1902,1,Brandenburg/Berlin,46.5,3.62
1902,1,Brandenburg,46.5,3.61
1902,1,Baden-Wuerttemberg,55.2,1.81
1902,1,Bayern,61.3,1.31
1902,1,Hessen,55.9,2.75
1902,1,Mecklenburg-Vorpommern,62.9,3.2800000000000002
1902,1,Niedersachsen,66.2,3.77
1902,1,Niedersachsen/Hamburg/Bremen,66.1,3.7800000000000002
1902,1,Nordrhein-Westfalen,80.1,3.59
1902,1,Rheinland-Pfalz,54.9,2.75
1902,1,Schleswig-Holstein,83.7,3.53
1902,1,Saarland,73.4,2.64
1902,1,Sachsen,70.2,2.84
1902,1,Sachsen-Anhalt,39.3,3.56
1902,1,Thueringen/Sachsen-Anhalt,46.7,3.04
1902,1,Thueringen,55.9,2.38
1902,1,Deutschland,61.3,2.7600000000000002
1903,1,Brandenburg/Berlin,28.7,0.43000000000000005
1903,1,Brandenburg,28.7,0.42000000000000004
1903,1,Baden-Wuerttemberg,54.1,-0.03
1903,1,Bayern,56.7,-1.47
1903,1,Hessen,51.4,0.53
1903,1,Mecklenburg-Vorpommern,41.6,0.1
1903,1,Niedersachsen,43.4,1.56
1903,1,Niedersachsen/Hamburg/Bremen,43.4,1.56
1903,1,Nordrhein-Westfalen,49.4,2.11
1903,1,Rheinland-Pfalz,53.5,0.91
1903,1,Schleswig-Holstein,51.8,0.76
1903,1,Saarland,64.2,1.23
1903,1,Sachsen,27.5,0.24000000000000002
1903,1,Sachsen-Anhalt,26.3,0.7799999999999999
1903,1,Thueringen/Sachsen-Anhalt,31.4,0.36
1903,1,Thueringen,37.8,-0.17
1903,1,Deutschland,45.8,0.33999999999999997
1904,1,Brandenburg/Berlin,24.6,-0.89
1904,1,Brandenburg,24.5,-0.9
1904,1,Baden-Wuerttemberg,43.4,-1.92
1904,1,Bayern,31.7,-2.7
1904,1,Hessen,44.2,-1.76
1904,1,Mecklenburg-Vorpommern,29.4,-0.8700000000000001
1904,1,Niedersachsen,44.8,-0.09
1904,1,Niedersachsen/Hamburg/Bremen,44.6,-0.08
1904,1,Nordrhein-Westfalen,60.2,-0.3
1904,1,Rheinland-Pfalz,47.4,-1.28
1904,1,Schleswig-Holstein,45.3,0.32999999999999996
1904,1,Saarland,67.8,-0.8700000000000001
1904,1,Sachsen,23.7,-1.51
1904,1,Sachsen-Anhalt,26.4,-0.89
1904,1,Thueringen/Sachsen-Anhalt,29.3,-1.5
1904,1,Thueringen,32.9,-2.27
1904,1,Deutschland,38.4,-1.3
1905,1,Brandenburg/Berlin,34,-1.21
1905,1,Brandenburg,34.1,-1.22
1905,1,Baden-Wuerttemberg,57.1,-2.79
1905,1,Bayern,60.8,-3.8499999999999996
1905,1,Hessen,54.6,-1.87
1905,1,Mecklenburg-Vorpommern,42.9,-0.8400000000000001
1905,1,Niedersachsen,51.8,-0.26
1905,1,Niedersachsen/Hamburg/Bremen,51.6,-0.25
1905,1,Nordrhein-Westfalen,63,-0.06
1905,1,Rheinland-Pfalz,55.9,-1.6
1905,1,Schleswig-Holstein,45.1,-0.16
1905,1,Saarland,73.6,-1.57
1905,1,Sachsen,52.8,-2.3299999999999996
1905,1,Sachsen-Anhalt,38.6,-1.23
1905,1,Thueringen/Sachsen-Anhalt,44.7,-1.9
1905,1,Thueringen,52.4,-2.75
1905,1,Deutschland,52.7,-1.77
1906,1,Brandenburg/Berlin,48.7,1.23
1906,1,Brandenburg,48.7,1.22
1906,1,Baden-Wuerttemberg,81.1,0.54
1906,1,Bayern,61.3,-0.5
1906,1,Hessen,75.1,1.1500000000000001
1906,1,Mecklenburg-Vorpommern,70.8,1.1300000000000001
1906,1,Niedersachsen,94.7,2.19
1906,1,Niedersachsen/Hamburg/Bremen,94.8,2.19
1906,1,Nordrhein-Westfalen,106.3,2.46
1906,1,Rheinland-Pfalz,76.6,1.55
1906,1,Schleswig-Holstein,90.5,1.49
1906,1,Saarland,116.1,1.78
1906,1,Sachsen,46.8,0.52
1906,1,Sachsen-Anhalt,45.7,1.59
1906,1,Thueringen/Sachsen-Anhalt,48.1,1.05
1906,1,Thueringen,51.1,0.36
1906,1,Deutschland,72.9,1.03
1907,1,Brandenburg/Berlin,53.7,-0.42000000000000004
1907,1,Brandenburg,53.5,-0.42000000000000004
1907,1,Baden-Wuerttemberg,69.4,-0.91
1907,1,Bayern,75.7,-1.5
1907,1,Hessen,50.8,-0.1
1907,1,Mecklenburg-Vorpommern,45.7,-0.48000000000000004
1907,1,Niedersachsen,57.1,0.77
1907,1,Niedersachsen/Hamburg/Bremen,56.9,0.77
1907,1,Nordrhein-Westfalen,58.4,0.9400000000000001
1907,1,Rheinland-Pfalz,52.1,0.12000000000000001
1907,1,Schleswig-Holstein,51.5,0.47000000000000003
1907,1,Saarland,60.2,0.24000000000000002
1907,1,Sachsen,85,-1.02
1907,1,Sachsen-Anhalt,38.2,0.16
1907,1,Thueringen/Sachsen-Anhalt,44.6,-0.29000000000000004
1907,1,Thueringen,52.7,-0.8600000000000001
1907,1,Deutschland,60.5,-0.32
1908,1,Brandenburg/Berlin,34.6,-0.99
1908,1,Brandenburg,34.5,-0.99
1908,1,Baden-Wuerttemberg,36.3,-3.55
1908,1,Bayern,32.5,-4.39
1908,1,Hessen,34.8,-2.9899999999999998
1908,1,Mecklenburg-Vorpommern,34.4,-0.2
1908,1,Niedersachsen,46.2,-0.69
1908,1,Niedersachsen/Hamburg/Bremen,46.2,-0.6699999999999999
1908,1,Nordrhein-Westfalen,56.5,-1.24
1908,1,Rheinland-Pfalz,35.2,-3.08
1908,1,Schleswig-Holstein,54.7,0.17
1908,1,Saarland,44.3,-2.84
1908,1,Sachsen,41.4,-1.93
1908,1,Sachsen-Anhalt,28.6,-1.22
1908,1,Thueringen/Sachsen-Anhalt,29.5,-1.98
1908,1,Thueringen,30.6,-2.9299999999999997
1908,1,Deutschland,38.8,-2.2
1909,1,Brandenburg/Berlin,24.8,-1.31
1909,1,Brandenburg,24.9,-1.32
1909,1,Baden-Wuerttemberg,46.3,-2.66
1909,1,Bayern,38.7,-3.2
1909,1,Hessen,43.1,-1.79
1909,1,Mecklenburg-Vorpommern,29.3,-0.93
1909,1,Niedersachsen,35,-0.46
1909,1,Niedersachsen/Hamburg/Bremen,35,-0.45
1909,1,Nordrhein-Westfalen,38,-0.13
1909,1,Rheinland-Pfalz,43.9,-1.44
1909,1,Schleswig-Holstein,37.9,-0.15000000000000002
1909,1,Saarland,52.1,-1.07
1909,1,Sachsen,33.7,-2.09
1909,1,Sachsen-Anhalt,22.4,-1.25
1909,1,Thueringen/Sachsen-Anhalt,29.4,-1.75
1909,1,Thueringen,38.1,-2.3899999999999997
1909,1,Deutschland,36.5,-1.6400000000000001
1910,1,Brandenburg/Berlin,35.4,1.8800000000000001
1910,1,Brandenburg,35.4,1.87
1910,1,Baden-Wuerttemberg,109.3,0.7
1910,1,Bayern,85.2,-0.14
1910,1,Hessen,64.7,1.31
1910,1,Mecklenburg-Vorpommern,43.1,1.72
1910,1,Niedersachsen,73.6,2.53
1910,1,Niedersachsen/Hamburg/Bremen,73.7,2.53
1910,1,Nordrhein-Westfalen,71.5,2.61
1910,1,Rheinland-Pfalz,81.2,1.62
1910,1,Schleswig-Holstein,83.5,1.95
1910,1,Saarland,100.7,1.78
1910,1,Sachsen,39.2,1.21
1910,1,Sachsen-Anhalt,36.9,2.15
1910,1,Thueringen/Sachsen-Anhalt,42.9,1.6
1910,1,Thueringen,50.4,0.9
1910,1,Deutschland,69.8,1.4
1911,1,Brandenburg/Berlin,33.4,0.24000000000000002
1911,1,Brandenburg,33.3,0.22
1911,1,Baden-Wuerttemberg,23.6,-2.94
1911,1,Bayern,26.3,-3.7800000000000002
1911,1,Hessen,21.4,-1.45
1911,1,Mecklenburg-Vorpommern,28.1,0.81
1911,1,Niedersachsen,28.9,0.89
1911,1,Niedersachsen/Hamburg/Bremen,28.9,0.91
1911,1,Nordrhein-Westfalen,29.3,0.24000000000000002
1911,1,Rheinland-Pfalz,23.6,-1.21
1911,1,Schleswig-Holstein,36.4,1.56
1911,1,Saarland,26.2,-1.01
1911,1,Sachsen,41.2,-1.36
1911,1,Sachsen-Anhalt,22.1,0.15000000000000002
1911,1,Thueringen/Sachsen-Anhalt,23.4,-0.74
1911,1,Thueringen,25.1,-1.86
1911,1,Deutschland,27.9,-1.07
1912,1,Brandenburg/Berlin,33.2,-3.38
1912,1,Brandenburg,33.1,-3.4
1912,1,Baden-Wuerttemberg,72.8,0.18
1912,1,Bayern,73.9,-1.9
1912,1,Hessen,60.4,-0.38
1912,1,Mecklenburg-Vorpommern,33.2,-3.4299999999999997
1912,1,Niedersachsen,49.3,-1.6300000000000001
1912,1,Niedersachsen/Hamburg/Bremen,49.1,-1.6300000000000001
1912,1,Nordrhein-Westfalen,78.2,0.8200000000000001
1912,1,Rheinland-Pfalz,57.5,0.61
1912,1,Schleswig-Holstein,33.1,-2.15
1912,1,Saarland,89.4,1.07
1912,1,Sachsen,52.3,-2.9299999999999997
1912,1,Sachsen-Anhalt,37.4,-2.57
1912,1,Thueringen/Sachsen-Anhalt,48,-2.4099999999999997
1912,1,Thueringen,61.3,-2.2
1912,1,Deutschland,57.7,-1.49
1913,1,Brandenburg/Berlin,22.3,-0.61
1913,1,Brandenburg,22.3,-0.62
1913,1,Baden-Wuerttemberg,74.8,0.4
1913,1,Bayern,60.9,-1.62
1913,1,Hessen,55.7,-0.01
1913,1,Mecklenburg-Vorpommern,30.5,-0.63
1913,1,Niedersachsen,55.9,0.54
1913,1,Niedersachsen/Hamburg/Bremen,55.7,0.54
1913,1,Nordrhein-Westfalen,77.5,1.62
1913,1,Rheinland-Pfalz,70.2,0.89
1913,1,Schleswig-Holstein,43.9,0.06
1913,1,Saarland,91.9,1.62
1913,1,Sachsen,39.9,-1.1600000000000001
1913,1,Sachsen-Anhalt,30.3,-0.2
1913,1,Thueringen/Sachsen-Anhalt,35,-0.5700000000000001
1913,1,Thueringen,41,-1.02
1913,1,Deutschland,53.9,-0.2
1914,1,Brandenburg/Berlin,29.1,-2.3699999999999997
1914,1,Brandenburg,29,-2.38
1914,1,Baden-Wuerttemberg,71.7,-4.319999999999999
1914,1,Bayern,50.8,-5.22
1914,1,Hessen,39.2,-3.66
